"Cau_hoi","Dap_an","Embedding"
"Câu 15. Từ hình ảnh sóng dừng trên dây như hình vẽ. Phát biểu nào sau đây là đúng? A. là nút sóng. B. là bụng sóng. C. là bụng sóng. D. và không phải là nút sóng.","",""
"Câu 16. Khi nói về sự phản xạ của sóng cơ trên vật cản cố định, phát biểu đúng? A. Sóng phản xạ luôn ngược pha với sóng tới ở điểm phản xạ. B. Sóng phản xạ luôn cùng pha với sóng tới ở điểm phản xạ. C. Tần số của sóng phản xạ luôn nhỏ hơn tần số của sóng tới. D. Tần số của sóng phản xạ luôn lớn hơn tần số của sóng tới.","",""
"Câu 17. Một vật dđ điều hoà dọc theo trục 0x có đồ thị li độ - thời gian như hình vẽ. Chiều dài quỹ đạo của vật là: A. B. C. D.","",""
"Câu 18. Một vật dao động điều hòa với phương trình tính bằng giây. Vận tốc cực đại của vật là: A. B. C. D.","",""
"Câu 19. Một vật nhỏ có khối lượng dđđh trên trục Ox, mốc thế năng tại vị trí cân bằng. Khi gia tốc của vật có độ lớn bằng một nửa độ lớn gia tốc cực đại thì tỉ số giữa thế năng và động năng là: A. B. 2. C. 3. D.","",""
"Câu 20. Một vật chịu tác dụng của một ngoại lực cưỡng bức điều hòa Biên độ dao động của vật đạt cực đại khi vật có tần số dao động riêng bằng A. B. C. D.","",""
"Câu 21. Một sóng truyền trong một môi trường với vận tốc và có bước sóng Tần số của sóng đó là: A. B. C. D.","",""
"Câu 22. Một sóng cơ học lan truyền theo trục Ox với phương trình sóng trong đó đo bằng giây và đo bằng mét). Tần số sóng và bước sóng có giá trị là A. B. C. D.","",""
"Câu 23. Một người quan sát một chiếc phao nổi trên mặt biển, thấy nó nhô lên cao 6 lần trong 15 giây. Coi sóng biển là sóng ngang. Chu kỳ dao động của sóng biển là A. B. C. D.","",""
"Câu 24. Sóng điện từ có bước sóng là loại sóng điện từ nào sau đây? A. Tia Gamma B. Tia tử ngoại. C. Tia hồng ngoại. D. Tia X.","",""
"Câu 25. Trong thí nghiệm Young về giao thoa ánh sáng, khoảng cách giữa hai khe là khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là Nguồn sáng đơn sắc có bước sóng Khoảng vân giao thoa trên màn bằng A. B. C. D.","",""
"Câu 26. Thực hiện thí nghiệm Young về giao thoa với ánh sáng đơn sắc có bước song khoảng cách giữa hai khe là khoảng cách từ mặt phẳng chứa hai khe đến màn là Trên màn quan sát, vân sáng bậc 4 cách vân sáng trung tâm A. B. C. D.","",""
"Câu 27. Sóng truyền trên một sợi dây có hai đầu cố định với bước sóng Trên dây có sóng dừng với khoảng cách giữa hai điểm nút liên tiếp là A. B. C. D.","",""
"Câu 28. Trên một sợi dây dài đang có sóng dừng với tần số người ta thấy ngoài hai đầu dây cố định còn có điểm khác luôn đứng yên. Tốc độ truyền sóng trên dây là: A. B. C. D.","",""
"Câu 29. Chu kì dao động là A. Số dao động toàn phần vật thực hiện được trong 1s B. Khoảng thời gian dể vật đi từ bên này sang bên kia của quỹ đạo chuyển động. C. Khoảng thời gian ngắn nhất để vật trở lại vị trí ban đầu. D. Khoảng thời gian ngắn nhất để vật trở lại trạng thái ban đầu.","",""
"Câu 30. Khi một vật dao động điều hoà thì vectơ vận tốc A. và vectơ gia tốc luôn hướng cùng chiều chuyển động. B. luôn cùng chiều chuyển động, vectơ gia tốc luôn hướng về vị trí cân bằng. C. và gia tốc luôn đổi chiều khi qua vị trí cân bằng. D. và vectơ gia tốc luôn là vectơ hằng số.","",""
"Câu 31. Một vật nhỏ dao động điều hòa dọc theo trục Ox có đồ thị biểu diễn sự phụ thuộc của vận tốc theo thời gian như hình vẽ bên. Chu kỳ dao động của vật là A. 0,75 s. B. 1,0 s. C. 1,25 s. D. 1,5 s.","",""
"Câu 32. Một vật dđđh theo một trục cố định (mốc thế năng ở vị trí cân bằng) thì A. động năng của vật cực đại khi gia tốc của vật có độ lớn cực đại. B. khi vật đi từ vị trí cân bằng ra biên, vận tốc và gia tốc của vật luôn cùng dấu. C. khi ở vị trí cân bằng, thế năng của vật bằng cơ năng. D. thế năng của vật cực đại khi vật ở vị trí biên.","",""
"Câu 33. Con lắc lò xo gồm vật nhỏ và lò xo có độ cứng N/m đang dao động điều hòa theo phương ngang. Chọn mốc thế năng tại vị trí cân bằng. Khi vật nhỏ của con lắc lò xo đang qua vị trí có li độ 2 cm thì thế năng của con lắc là A. 200 J. B. 40 mJ. C. 2 J. D. 20 mJ.","",""
"Câu 34. Dao động tắt dần A. có biên độ không đổi theo thời gian. B. luôn có lợi C. luôn có hại D. có biên độ giảm dần theo thời gian.","",""
"Câu 35. Khi xảy ra hiện tượng cộng hưởng cơ thì vật tiếp tục dao động A. với tần số bằng tần số dao động riêng B. với tần số nhỏ hơn tần số dao động riêng C. với tần số lớn hơn tần số dao động riêng. D. mà không chịu ngoại lực tác dụng.","",""
"Câu 36. Sóng ngang truyền được trong các môi trường A. rắn và mặt thoáng chất lỏng. B. lỏng và khí. C. rắn, lỏng và khí. D. khí và rắn.","",""
"Câu 37. Để phân loại sóng ngang và sóng dọc người ta dựa vào A. phương dđ và phương truyền sóng. B. năng lượng sóng và tốc độ truyền sóng. C. phương truyền sóng và tần số sóng. D. tốc độ truyền sóng và bước sóng.","",""
"Câu 38. Cường độ sóng là năng lượng sóng A. truyền qua 1đơn vị diện tích đặt vuông góc phương truyền sóng, đơn vị là W / m2. B. truyền trong một đơn vị thời gian, đơn vị là W / m2. C. truyền qua một đơn vị diện tích đặt vuông góc với phương truyền sóng trong một đơn vị thời gian, đơn vị là W/m2. D. truyền qua một đơn vị diện tích đặt vuông góc với phương truyền sóng trong một đơn vị thời gian, đơn vị là J /s.","",""
"Câu 39. Một sóng cơ truyền dọc theo trục Ox với phương trình (mm). Biên độ của sóng này là: A. 2 mm. B. 4 mm. C. mm. D. 40 mm.","",""
"Câu 40. Sóng điện từ A. là sóng dọc hoặc sóng ngang. B. là điện từ trường lan truyền trong không gian. C. có thành phần điện trường và thành phần từ trường tại một điểm dao động cùng phương. D. không truyền được trong chân không.","",""
"Câu 41. Tia Rơn-ghen có bước sóng A. nhỏ hơn bước sóng của tia tử ngoại. B. nhỏ hơn bước sóng của tia gamma. C. lớn hơn bước sóng của ánh sáng tím. D. lớn hơn bước sóng của tia tử ngoại.","",""
"Câu 42. Điều kiện để hai sóng cơ khi gặp nhau, giao thoa được với nhau là hai sóng phải xuất phát từ hai nguồn dao động A. cùng biên độ và có hiệu số pha không đổi theo thời gian. B. cùng tần số, cùng phương. C. có cùng pha ban đầu và cùng biên độ. D. cùng tần số, cùng phương và có hiệu số pha không đổi theo thời gian.","",""
"Câu 43. Trong thí nghiệm Y-âng về giao thoa ánh sáng, biết a = 0,4 mm, D = 1,2 m, nguồn S phát ra bức xạ đơn sắc có λ = 600 nm. Khoảng cách giữa 2 vân sáng liên tiếp trên màn là: A. 1,6 mm. B. 1,2 mm. C. 1,8 mm. D. 1,4 mm.","",""
"Câu 44. Trong hiện tượng sóng dừng trên dây. Khoảng cách giữa hai nút hay hai bụng sóng liên tiếp bằng A. một số nguyên lần bước sóng. B. một phần tư bước sóng. C. một nửa bước sóng. D. một bước sóng.","",""
"Câu 45. Sóng dừng trên dây AB có chiều dài 32 cm với đầu A, B cố định. Tần số dao động của dây là 50 Hz, tốc độ truyền sóng trên dây là 4 m/s. Trên dây có A. 5 nút, 4 bụng. B. 4 nút, 4 bụng. C. 8 nút, 8 bụng. D. 9 nút, 8 bụng.","",""
"Câu 46. Một vật dao động điều hòa có chiều dài quỹ đạo là Trong thời gian 1 phút, vật thực hiện được 40 dao động. a) Tính tần số góc của dao động. b) Tính tốc độ của vật khi cách VTCB","",""
"Câu 47. Một vật có khối lượng dao động điều hòa có đồ thị sự phụ thuộc của li độ x vào thời gian t như hình vẽ. Lấy a) Tính chiều dài quỹ đạo của vật. b) Tính động năng của vật tại","",""
"Câu 48. Trong thí nghiệm Young về giao thoa với ánh sáng đơn sắc có bước sóng Biết khoảng cách giữa hai khe là khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là Trên màn, hai điểm M và N nằm khác phía so với vân sáng trung tâm, cách vân trung tâm lần lượt là và Tìm số vân sáng trong khoảng giữa M và N.","HƯỚNG DẪN GIẢI Phần I. TRẮC NGHIỆM BẢNG ĐÁP ÁN LỜI GIẢI CHI TIẾT Phần I: Trắc Nghiệm",""
"Câu 1. [NB] Dao động điều hòa là dao động tuần hoàn trong đó A. li độ dao động của vật là một hàm cosin (hay sin) theo thời gian. B. li độ dao động của vật là một hàm tan (hay cotan) theo thời gian. C. biên độ dao động của vật là một hàm cosin (hay sin) theo thời gian. D. biên độ dao động của vật là một hàm tan (hay cotan) theo thời gian.","Lời giải: Định nghĩa dao động điều hòa. Chọn A",""
"Câu 2. [NB] Trong dao động điều hòa, đại lượng nào sau đây luôn dương? A. Li độ. B. Pha ban đầu. C. Pha dao động. D. Biên độ.","Lời giải: Biên độ là hằng số luôn dương. Chọn D",""
"Câu 3. [NB] Li độ và gia tốc của một vật dao động điều hoà luôn biến thiên điều hoà cùng tần số và A. cùng pha với nhau. B. lệch pha với nhau C. lệch pha với nhau D. ngược pha với nhau.","Lời giải: Chọn D",""
"Câu 4. [NB] Một vật nhỏ dao động điều hoà với biên độ tần số góc Gia tốc của vật dao động điều hòa có độ lớn cực đại là A. B. C. D.","Lời giải: Theo công thức về gia tốc cực đại. Chọn A",""
"Câu 5. [NB] Trong dao động điều hòa, động năng của vật A. bằng thế năng khi vật quá vị trí cân bằng. B. nhỏ hơn thế năng khi vật chuyển động chậm dần. C. bằng không khi vật ở biên. D. lớn hơn thể năng khi vật chuyển động nhanh dần.","Lời giải: Tại vị trí biên . Chọn C",""
"Câu 6. [NB] Chọn câu sai. A. Dao động tắt dần là dao động có biên độ giảm dần theo thời gian. B. Tần số dao động cưỡng bức luôn bằng tần số dao động riêng của hệ dao động. C. Dao động tắt dần là dao động có cơ năng giảm dần theo thời gian. D. Dao động cưỡng bức là dao động dưới tác dụng của ngoại lực biến thiên tuần hoàn theo thời gian.","Lời giải Tần số dao động cưỡng bức bằng tần số của ngoại lực cưỡng bức. Chọn B",""
"Câu 7. [NB] Khi nói về sóng cơ, phát biểu nào sau đây sai A. Sóng dọc lan truyền được trong chất khí. B. Sóng dọc lan truyền được trong chất rắn. C. Sóng ngang lan truyền được trong chất khí. D. Sóng ngang lan truyền được trong chất rắn","Lời giải: Sóng dọc lan truyền được trong chất rắn, lỏng, khí Sóng ngang lan truyền được trong chất rắn và bề mặt chất lỏng. Chọn C",""
"Câu 8. [NB] Một sóng dọc truyền trong một môi trường thì phương dao động của các phần tử môi trường A. luôn là phương ngang. B. luôn là phương thẳng đứng. C. trùng với phương truyền sóng. D. vuông góc với phương truyền sóng.","Lời giải: Sóng ngang có phương dao động vuông góc với phương truyền sóng. Sóng dọc có phương dao động trùng với phương truyền sóng. Chọn C",""
"Câu 9. [NB] Hãy chọn câu đúng. Công thức liên hệ giữa tốc độ truyền sóng v, bước sóng chu kì và tần số của sóng là A. B. C. D.","Lời giải: Chọn A",""
"Câu 10. [NB] Trong hệ SI, đơn vị là đơn vị của A. năng lượng sóng. B. bước sóng. C. Cường độ sóng. D. tốc độ truyền sóng.","Lời giải: Cương độ sóng: do đó trong hệ SI, đơn vị đo là Chọn C",""
"Câu 11. [NB] Bước sóng là A. là quãng đường sóng truyền được trong một đơn vị thời gian. B. khoảng cách giữa hai điểm trên phương truyền sóng luôn dao động cùng pha với nhau. C. quãng đường sóng truyền được trong một chu kì dao động của sóng. D. khoảng cách giữa hai điểm trên phương truyền sóng gần nhau nhất luôn có cùng li độ với nhau","Lời giải: Định nghĩa bước sóng. Chọn C",""
"Câu 12. [NB] Sóng điện từ A. là sóng dọc hoặc sóng ngang. B. là điện từ trường lan truyền trong không gian. C. có thành phần điện trường và thành phần từ trường tại một điểm dao động cùng phương. D. không truyền được trong chân không.","Lời giải: Định nghĩa sóng điện từ. Chọn B",""
"Câu 13. [NB] Điều kiện đề hai sóng cơ khi gặp nhau, giao thoa được với nhau là: Hai sóng phải xuất phát từ hai nguồn dao động cùng phương, A. cùng biên độ và cùng pha ban đầu. B. cùng tần số và có hiệu số pha luôn thay đổi theo thời gian. C. cùng biên độ và có hiệu số pha thay đổi theo thời gian. D. cùng tần số và có hiệu số pha không đổi theo thời gian.","Lời giải: Điều kiện giao thoa. Chọn D",""
"Câu 14. [NB] Trong thí nghiệm Young về giao thoa ánh sáng, khoảng cách giữa hai khe là a, khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là Khi nguồn sáng phát bức xạ đơn sắc có bước sóng thì khoảng vân giao thoa trên màn là i. Hệ thức đúng là A. B. C. D.","Lời giải: + Khoảng vân: Chọn A",""
"Câu 15. [NB] Từ hình ảnh sóng dừng trên dây như hình vẽ. Phát biểu nào sau đây là đúng? A. là nút sóng. B. là bụng sóng. C. là bụng sóng. D. và không phải là nút sóng.","Lời giải: Hình ảnh sóng dừng, là nút sóng. Chọn A",""
"Câu 16. [NB] Khi nói về sự phản xạ của sóng cơ trên vật cản cố định, phát biểu nào sau đây đúng? A. Sóng phản xạ luôn ngược pha với sóng tới ở điểm phản xạ. B. Sóng phản xạ luôn cùng pha với sóng tới ở điểm phản xạ. C. Tần số của sóng phản xạ luôn nhỏ hơn tần số của sóng tới. D. Tần số của sóng phản xạ luôn lớn hơn tần số của sóng tới.","Lời giải: Sự phản xạ của sóng Chọn A",""
"Câu 17. [TH] Một vật dao động điều hoà dọc theo trục 0x có đồ thị li độ - thời gian như hình vẽ.","Chiều dài quỹ đạo của vật là A. B. C. D. Lời giải: Từ đồ thi Chọn B",""
"Câu 18. [TH] Một vật dao động điều hòa với phương trình tính bằng giây. Vận tốc cực đại của vật là A. B. C. D.","Lời giải: (cm/s). Chọn C",""
"Câu 19. [TH] Một vật nhỏ có khối lượng dao động điều hòa trên trục Ox, mốc thế năng tại vị trí cân bằng. Khi gia tốc của vật có độ lớn bằng một nửa độ lớn gia tốc cực đại thì tỉ số giữa thế năng và động năng là A. B. 2. C. 3. D.","Lời giải: Chọn D",""
"Câu 20. [TH] Một vật chịu tác dụng của một ngoại lực cưỡng bức điều hòa Biên độ dao động của vật đạt cực đại khi vật có tần số dao động riêng bằng A. B. C. D.","Lời giải: (Hz). Chọn B",""
"Câu 21. [TH] Một sóng truyến trong một môi trương với vận tốc và có bước sóng Tần số của sóng đó là A. B. C. D.","Lời giải: (Hz). Chọn B",""
"Câu 22. [TH] Một sóng cơ học lan truyền theo trục Ox với phương trình sóng cm (trong đó đo bằng giây và đo bằng mét). Tần số sóng và bước sóng có giá trị là A. B. C. D.","Lời giải: Chọn D",""
"Câu 23. [TH] Một người quan sát một chiếc phao nổi trên mặt biển, thấy nó nhô lên cao 6 lần trong 15 giây. Coi sóng biển là sóng ngang. Chu kỳ dao động của sóng biển là A. B. . C. D.","Lời giải: Chọn A",""
"Câu 24. [TH] Sóng điện từ có bước sóng 3.10-10m là loại sóng điện từ nào sau đây? A. Tia Gamma B. Tia tử ngoại. C. Tia hồng ngoại. D. Tia X.","Lời giải: Dựa vào thang sóng điện từ. Chọn D",""
"Câu 25. [TH] Trong thí nghiệm Young về giao thoa ánh sáng, khoảng cách giữa hai khe là khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là 2 m. Nguồn sáng đơn sắc có bước sóng Khoảng vân giao thoa trên màn bằng A. B. C. D.","Lời giải: Chọn B",""
"Câu 26. [TH] Thực hiện thí nghiệm Young về giao thoa với ánh sáng đơn sắc có bước song khoảng cách giữa hai khe là khoảng cách từ mặt phẳng chứa hai khe đến màn là Trên màn quan sát, vân sáng bậc 4 cách vân sáng trung tâm A. B. C. D.","Lời giải: Chọn A",""
"Câu 27. [TH] Sóng truyền trên một sợi dây có hai đầu cố định với bước sóng . Trên dây có sóng dừng với khoảng cách giữa hai điểm nút liên tiếp là A. B. C. D.","Lời giải: Chọn D",""
"Câu 28. [TH]Trên một sợi dây dài đang có sóng dừng với tần số người ta thấy ngoài hai đầu dây cố định còn có điểm khác luôn đứng yên. Tốc độ truyền sóng trên dây là A. B. C. D.","Lời giải: Chọn D Phần II. TỰ LUẬN",""
"Câu 1. [VD] Một vật dao động điều hòa có chiều dài quỹ đạo là Trong thời gian 1 phút, vật thực hiện được 40 dao động. a) Tính tần số góc của dao động. b) Tính tốc độ của vật khi cách vị trí cân bằng 2 cm.","Lời giải: (cm) a) (s) (rad/s) b) (cm/s). Câu 1*. [VD] Một vật có khối lượng dao động điều hòa có đồ thị sự phụ thuộc của li độ x vào thời gian t như hình vẽ. Lấy a) Tính chiều dài quỹ đạo của vật. b) Tính động năng của vật tại Hướng dẫn a) Chiều dài quỹ đạo: b) Từ đồ thị: Tại thời điểm",""
"Câu 2. [VD] Một sợi dây căng giữa hai điểm cố định cách nhau. Người ta tạo sóng dừng trên dây. Hai tần số gần nhau nhất cùng tạo ra sóng dừng trên dây là và. Tính tốc độ truyền sóng trên dây.","Lời giải: Hai tần số liên tiếp trên dây cho sóng dừng, tương ứng với sóng dừng hình thành trên dây với và bó sóng. Ta có: Câu 2*. [VD] Một sợi dây dài có đầu dưới để tự do, đầu trên gắn với một cần rung với tần số có thể thay đổi được. Ban đầu trên dây có sóng dừng với đầu là bụng, đầu là nút. Khi tần số tăng thêm thì số nút trên dây tăng thêm 18 nút và vẫn là bụng vẫn là nút. Tính tốc độ truyền sóng trên sợi dây. Lời giải: Câu 2**. [VD] Ở mặt chất lỏng, tại hai điểm và cách nhau 28 cm có hai nguồn dao động cùng pha theo phương thẳng đứng phát ra hai sóng kết hợp. Gọi và là hai đường thẳng ở mặt chất lỏng cùng vuông góc với đoạn thẳng và cách nhau Biết số điểm cực đại giao thoa trên và tương ứng là 7 và 3. Tính số điểm cực đại giao thoa trên đoạn thẳng ? Lời giải Ta có hình vẽ: Từ hình vẽ ta thấy, để trên có 7 cực đại, tại điểm A là cực đại bậc 4 Trên có 3 cực đại, tại điểm B là cực đại bậc 2 Khoảng cách giữa và là: Số điểm cực đại trên đoạn là: Vậy có 19 cực đại giao thoa trên",""
"Câu 3. [VDC] Trong thí nghiệm Young về giao thoa với ánh sáng đơn sắc có bước sóng Biết khoảng cách giữa hai khe là 0,6 mm, khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là 2 m. Trên màn, hai điểm M và N nằm khác phía so với vân sáng trung tâm, cách vân trung tâm lần lượt là và Tìm số vân sáng trong khoảng giữa M và N .","Lời giải: Khoảng vân Số vân sáng trong khoảng thỏa mãn Số vân sáng trong khoảng MN là Giải cách khác . Quan sát được 2 vân sáng trong khoảng từ vân trung tâm đến M không kể vân trung tâm. . Quan sát được 4 vân sáng trong khoảng từ vân trung tâm đến N không kể vân trung tâm. M và N là hai điểm ở hai phía so với vân sáng trung tâm nên số vân sáng trong khoảng MN là -----------------------------------------HẾT----------------------------------------- 1.A | 2.D | 3.D | 4.A | 5.C | 6.B | 7.C | 8.C | 9.A | 10.C 11.C | 12.B | 13.D | 14.A | 15.A | 16.A | 17.B | 18.C | 19.D | 20.B 21.B | 22.D | 23.A | 24.D | 25.B | 26.A | 27.B | 28.D",""
"Câu 1: Gọi i là khoảng vân, khoảng cách từ vân chính giữa đến vân tối thứ 2 là A. 1,5i. B. i. C. 2i. D. 2,5i.","",""
"Câu 2: Hiện tượng giao thoa chứng tỏ rằng A. ánh sáng có bản chất sóng. B. ánh sáng là sóng điện từ. C. ánh sáng có thể bị tán sắc. D. ánh sáng là sóng ngang.","",""
"Câu 3: Trong thí nghiệm giao thoa khe Young, khoảng cách giữa hai vân sáng cạnh nhau là A. B. C. D.","",""
"Câu 4: Để đo bước sóng của ánh sáng người ta dùng thí nghiệm A. tổng hợp ánh sáng trắng. B. về ánh sáng đơn sắc. C. tán sắc của Niutơn. D. giao thoa với khe Young.","",""
"Câu 5: Hiện tượng giao thoa ánh sáng chỉ quan sát được khi hai nguồn ánh sáng là hai nguồn A. cùng cường độ. B. đơn sắc. C. kết hợp. D. cùng màu sắc.","",""
"Câu 6: Trong thí nghiệm Young, vân sáng bậc nhất xuất hiện ở trên màn tại các vị trí mà hiệu đường đi của ánh sáng từ hai nguồn đến các vị trí đó bằng A. B. C. D.","",""
"Câu 7: Trong thí nghiệm giao thoa ánh sáng, khoảng vân sẽ A. giảm đi khi tăng khoảng cách từ màn chứa hai khe và màn quan sát. B. không thay đổi khi thay đổi khoảng cách giữa hai khe và màn quan sát. C. giảm đi khi tăng khoảng cách hai khe. D. tăng lên khi tăng khoảng cách giữa hai khe.","",""
"Câu 8: Công thức dùng để xác định vị trí vân sáng ở trên màn là A. B. C. D.","",""
"Câu 9: Hiện tượng nào sau đây liên quan đến hiện tượng giao thoa ánh sáng? A. Màu sắc sặc sỡ của bong bóng xà phòng. B. Bóng đèn trên tờ giấy khi dùng một chiếc thước nhựa chắn chùm tia sáng chiếu tới. C. Màu sắc của ánh sáng trắng sau khi chiếu qua lăng kính. D. Vệt sáng trên tường khi chiếu ánh sáng từ đèn pin.","",""
"Câu 10: Phát biểu nào say đây là sai khi nói về khoảng vân? A. Khoảng vân là khoảng cách giữa hai vân sáng kế tiếp. B. Khoảng vân là khoảng cách nhỏ nhất giữa hai vân sáng. C. Khoảng vân là khoảng cách giữa hai vân tối kế tiếp. D. Khoảng vân là khoảng cách giữa hai vân sáng.","",""
"Câu 11: Trong thí nghiệm giao thoa sóng nước, tốc độ truyền sóng trên mặt nước là 50 cm/s, cần rung có tần số 40 Hz. Tính khoảng cách giữa hai điểm cực đại giao thoa cạnh nhau trên đoạn thẳng S1S2.","",""
"Câu 12: Trong thí nghiệm giao thoa Young, nguồn sóng có bước sóng là khoảng cách giữa hai khe hẹp là 1,5 mm, khoảng cách giữa hai khe đến màn là 3 m. a. Tìm khoảng vân i. b. Tìm khoảng cách giữa vân sáng và vân tối kề nhau. c. Tìm khoảng cách giữa hai vân sáng bậc 3.","",""
"Câu 13: Trong thí nghiệm Young về giao thoa ánh sáng với ánh sáng đơn sắc. Biết khoảng cách giữa hai khe hẹp là 1,2 mm và khoảng cách từ mặt phẳng chứa hai khe hẹp đến màn quan sát là 0,9 m. Quan sát được hệ vân giao thoa trên màn với khoảng cách giữa 9 vân sáng liên tiếp là 3,6 mm. Bước sóng của ánh sáng dùng trong thí nghiệm là bao nhiêu?","",""
"Câu 14: Trong thí nghiệm Young về giao thoa với ánh sáng đơn sắc, khoảng cách giữa hai khe là 1 mm, khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là 2 m và khoảng vân là i = 0,8 mm. Cho a. Tìm bước sóng ánh sáng làm thí nghiệm. b. Tần số ánh sáng đơn sắc dùng trong thí nghiệm là bao nhiêu?","",""
"Câu 15: Trong thí nghiệm Young về giao thoa ánh sáng, hai khe hẹp cách nhau một khoảng 0,5 mm, khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là 1,5 m Hai khe được chiếu bằng bức xạ có bước sóng Trên màn thu được hình ảnh giao thoa. Tại điểm trên màn cách vân sáng trung tâm (chính giữa) một khoảng 5,4 mm có vân sáng bậc (thứ) mấy?","",""
"Câu 16: Trong thí nghiệm Young, vân tối thứ hai xuất hiện ở trên màn tại các vị trí mà hiệu đường đi của ánh sáng từ hai nguồn đến các vị trí đó bằng A. B. C. D. .","",""
"Câu 17: Trong một thí nghiệm về giao thoa ánh sáng, tại điểm M có vân tối khi hiệu số pha của hai sóng ánh sáng từ hai nguồn kết hợp đến M bằng A. số chẵn lần B. số lẻ lần C. số chẵn lần D. số lẻ lần","",""
"Câu 18: Trong thí nghiệm giao thoa ánh sáng với hai khe Young được chiếu sáng bằng ánh sáng đơn sắc có bước sóng , khoảng cách hai khe là a, khoảng cách từ hai khe đến màn là D. Trên màn quan sát được là hệ vân giao thoa. Khoảng cách từ vân sáng bậc 3 đến vân tối thứ 5 ở cùng một phía của vân trung là A. B. C. D.","",""
"Câu 19: Thực hiện giao thoa với ánh sáng trắng, trên màn quan sát thu được hình ảnh như thế nào sau đây? A. Vân trung tâm là vân sáng trắng, hai bên có những dải màu như màu cầu vồng. B. Các vạch màu khác nhau riêng biệt hiện trên một nền tối. C. Không có các vân màu trên màn. D. Một dải màu biến thiên liên lục từ đỏ đến tím.","",""
"Câu 20: Ứng dụng của hiện tượng giao thoa ánh sáng để đo A. tần số ánh sáng. B. bước sóng của ánh sáng. C. chiết suất của môi trường. D. tốc độ của ánh sáng.","",""
"Câu 21: Trong thí nghiệm về giao thoa ánh sáng, nếu ta làm cho hai nguồn kết hợp lệch pha nhau thì vân sáng trung tâm sẽ A. sẽ không có vì không có giao thoa. B. xê dịch về phía nguồn trễ pha. C. không thay đổi. D. xê dịch về phía nguồn sớm pha.","",""
"Câu 22: Trong thí nghiệm Young về giao thoa với nguồn sáng đơn sắc, hệ vân trên màn có khoảng vân i. Nếu khoảng cách giữa hai khe còn một nửa và khoảng cách từ hai khe đến màn gấp đôi so với ban đầu thì khoảng vân giao thoa trên màn sẽ A. giảm đi bốn lần. B. không đổi. C. tăng lên hai lần. D. tăng lên bốn lần.","",""
"Câu 23: Trong thí nghiệm Young về giao thoa ánh sáng, hai khe được chiếu bằng ánh sáng đơn sắc. Khoảng vân giao thoa trên màn quan sát là i. Khoảng cách giữa hai vân sáng bậc 3 nằm ở hai bên vân sáng trung tâm là A. 5i. B. 3i. C. 4i. D. 6i.","",""
"Câu 24: Trong thí nghiệm Young về giao thoa ánh sáng, khoảng cách giữa hai khe là a, khoảng cách từ mặt phẳng chứa hai khe đến màn quan sát là Khi nguồn sáng phát bức xạ đơn sắc có bước sóng thì khoảng vân giao thoa trên màn là 1. Hệ thức đúng là A. B. C. D.","",""
"Câu 25: Hiện tượng giao thoa ánh sáng là bằng chứng thực nghiệm chứng tỏ ánh sáng A. là sóng siêu âm. B. là sóng dọc. C. có tính chất hạt. D. có tính chất sóng.","",""
"Câu 26: Trong một thí nghiệm về giao thoa ánh sáng với hai khe Y-âng, khoảng cách giữa hẹp là hẹp là a = 2 mm, khoảng cách giữa mặt phẳng chứa hai khe với màn quan sát là D =1,2 m. Khe sáng hẹp phát đồng thời hai bức xạ đơn sắc màu đỏ λ1 = 0,66 μm và màu lục λ2 = 0,55 μm. Tính khoảng vân của hai ánh sáng màu đỏ và màu lục. Tính khoảng cách ngắn nhất giữa hai vân sáng cìuig màu với vân sáng trung tâm.","",""
"Câu 27: Trong một thí nghiệm Y-âng về giao thoa ánh sáng, hai khe được chiếu bằng ánh sáng đon sắc. Khoảng cách giữa hai khe là 0,6 mm. Khoảng vân trên màn quan sát đo được là 1 mm. Tử vị trí ban đâu, nếu tịnh tiến màn quan sát một đoạn 25 cm lại gần mặt phẳng chứa hai khe thì khoảng vân mới trên màn là 0,8 mm. Tính bước sóng của ánh sáng dùng trong thí nghiệm.","",""
